ticker,company_name,strategy,signal_count,oos_signal_count,oos_signal_count_detected,classification,is_selected_strike_method,is_method_met_safety_target,neighbor_stable,benchmark_horizon,is_touch_pct,is_terminal_itm_pct,oos_touch_pct,oos_breach_pct,oos_terminal_itm_pct,oos_median_forward_return,oos_median_mae,oos_worst_mae,oos_avg_strike_distance_pct,avg_atr_dollars,avg_atr_pct,split_date
KIM,,Strategy2,81,31,31,Effective,OTM_10pct,True,True,25,0.22,0.1,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.012682937994235921,-0.037860527877093375,-0.14056869545064876,0.1,0.4203962934921238,0.019851301815569367,2016-03-21
KKR,,Strategy1,29,9,9,Insufficient Data,ATR_3,True,False,25,0.3,0.05,0.1111111111111111,0.1111111111111111,0.0,0.03882773647384674,-0.06065009614302996,-0.16666666666666663,0.0866533494164093,1.186354712312445,0.02481778340700521,2021-10-22
KKR,,Strategy2,38,12,12,Insufficient Data,ATR_3,True,True,25,0.3076923076923077,0.038461538461538464,0.25,0.25,0.16666666666666666,0.05827047785988504,-0.03645473917401648,-0.19998617152498654,0.08931598309072154,1.0484587196120643,0.024994650940537422,2021-10-22
KLAC,,Strategy1,93,33,33,Neutral,OTM_10pct,True,False,25,0.35,0.15,0.36363636363636365,0.3333333333333333,0.15151515151515152,0.01946003876391833,-0.06432637593633472,-0.20799760358534825,0.1,0.3480008032098527,0.033269527122286036,2012-11-09
KLAC,,Strategy2,116,36,36,Effective,ATR_3,True,True,25,0.3,0.1375,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.03291697161850615,-0.06459922599081303,-0.22555137618454413,0.0807836506772382,0.3321690183486147,0.037059893878660315,2012-11-09
KMB,,Strategy1,105,27,27,Not Effective,ATR_3,True,True,25,0.34615384615384615,0.1282051282051282,0.37037037037037035,0.2962962962962963,0.25925925925925924,0.011221396449466514,-0.03211901356296465,-0.12965142680388386,0.04310792965618316,0.9173955615685909,0.01614180753013632,2012-09-07
KMB,,Strategy2,101,28,28,Neutral,OTM_7pct,True,False,25,0.2328767123287671,0.1095890410958904,0.21428571428571427,0.21428571428571427,0.14285714285714285,-0.004821567583009279,-0.040720065411217254,-0.23450466566827288,0.07000000000000006,1.0051875879943284,0.017330039170138097,2012-09-07
KMI,,Strategy1,30,11,11,Insufficient Data,ATR_2.5,True,False,25,0.3157894736842105,0.10526315789473684,0.2727272727272727,0.2727272727272727,0.0,0.008903133927324003,-0.031339001536950795,-0.16961496366940798,0.04841731640441757,0.48166672388712567,0.019461057755044035,2021-12-27
KMI,,Strategy2,44,12,13,Insufficient Data,ATR_3,True,True,25,0.2903225806451613,0.0967741935483871,0.16666666666666666,0.08333333333333333,0.0,0.010897678934328137,-0.03403631225978582,-0.10738252026611284,0.06327148872177074,0.4896915330515279,0.01958570345196722,2021-12-27
KO,,Strategy1,147,38,38,Neutral,ATR_2.5,True,False,25,0.3211009174311927,0.11926605504587157,0.39473684210526316,0.39473684210526316,0.18421052631578946,0.01887705048871402,-0.021936477739282867,-0.12531794533953589,0.032345492882459116,0.269489876708727,0.016396415731714152,2007-04-04
KO,,Strategy2,142,47,47,Effective,OTM_5pct,True,False,25,0.3473684210526316,0.1368421052631579,0.2127659574468085,0.1276595744680851,0.0425531914893617,0.001826949211496176,-0.03045015616522251,-0.15294122216166461,0.05000000000000004,0.31749576337680474,0.01713516884348774,2007-04-04
KR,,Strategy1,137,41,41,Effective,OTM_10pct,True,False,25,0.15625,0.09375,0.1951219512195122,0.14634146341463414,0.07317073170731707,0.003497868409991778,-0.0503479135027165,-0.18615914296818958,0.10000000000000002,0.2639907270172714,0.022452365688776937,2007-04-04
KR,,Strategy2,138,50,51,Effective,OTM_7pct,True,True,25,0.3218390804597701,0.14942528735632185,0.26,0.24,0.14,0.020961717045244077,-0.04359494987003637,-0.29094210847720214,0.07000000000000005,0.3163534063483372,0.021489934635420264,2007-04-04
KVUE,,Strategy1,7,1,1,Insufficient Data,OTM_10pct,True,True,25,0.0,0.0,0.0,0.0,0.0,0.002840865680502347,-0.0005681948105162871,-0.0005681948105162871,0.09999999999999994,0.48851026807512554,0.02321496262795108,2025-09-02
KVUE,,Strategy2,10,4,4,Insufficient Data,TECH_X,True,,25,0.3333333333333333,0.0,0.25,0.25,0.0,0.07723757753047888,-0.019114383451488193,-0.046078902659817955,0.032888694569433066,0.42766426631382537,0.021351506439898936,2025-09-02
L,,Strategy1,89,30,30,Effective,OTM_7pct,True,False,25,0.3050847457627119,0.13559322033898305,0.2,0.13333333333333333,0.1,0.00503625174105915,-0.030190995857777292,-0.47146032354232403,0.07000000000000005,0.5004108986349396,0.015919574064455527,2012-09-07
L,,Strategy2,97,36,36,Effective,OTM_7pct,True,False,25,0.22950819672131148,0.13114754098360656,0.1388888888888889,0.08333333333333333,0.027777777777777776,0.010089823368507278,-0.025535952467889977,-0.16887867494781483,0.07000000000000006,0.5871447765423375,0.017394360853929456,2012-09-07
LDOS,,Strategy1,45,17,17,Insufficient Data,OTM_10pct,True,False,25,0.21428571428571427,0.10714285714285714,0.29411764705882354,0.23529411764705882,0.23529411764705882,-0.011000580961742945,-0.04010070576117686,-0.21321882531476966,0.09999999999999998,1.9509695113651335,0.02095121607050461,2020-09-09
LDOS,,Strategy2,46,13,13,Insufficient Data,OTM_7pct,True,False,25,0.2727272727272727,0.06060606060606061,0.3076923076923077,0.3076923076923077,0.23076923076923078,-0.002458994544279336,-0.04646245024579221,-0.16778956069626316,0.07000000000000006,1.5311516945406516,0.021216566824408947,2020-09-09
LEN,,Strategy1,98,31,31,Neutral,OTM_10pct,False,True,25,0.3283582089552239,0.19402985074626866,0.1935483870967742,0.16129032258064516,0.06451612903225806,-0.012758042661169311,-0.05518396105704548,-0.18141362506845726,0.1,0.9529534955413974,0.02928932836435489,2012-09-07
LEN,,Strategy2,118,36,36,Neutral,ATR_3,False,True,25,0.3780487804878049,0.14634146341463414,0.3611111111111111,0.3055555555555556,0.19444444444444445,0.022646532364351546,-0.06294899524035225,-0.17406231886305557,0.08155497515791028,0.9423445302262435,0.03121066183497926,2012-09-07
LH,,Strategy1,94,34,34,Effective,OTM_7pct,True,True,25,0.3333333333333333,0.15,0.2647058823529412,0.20588235294117646,0.14705882352941177,0.019681506356470257,-0.03434318818471355,-0.1524398290669403,0.07000000000000006,2.072688582095694,0.02230170723182612,2015-09-18
LH,,Strategy2,71,20,20,Neutral,ATR_2.5,True,True,25,0.2549019607843137,0.13725490196078433,0.5,0.45,0.25,0.016548818325974768,-0.04305627978818449,-0.20085697388128587,0.04647422826649209,1.6716810498439094,0.022830072508539266,2015-09-18
LHX,,Strategy1,104,22,22,Effective,OTM_10pct,True,True,25,0.21951219512195122,0.13414634146341464,0.18181818181818182,0.18181818181818182,0.13636363636363635,0.02351474515950691,-0.02276988439887878,-0.17753579213489434,0.09999999999999999,0.9837128542936764,0.02205839693842315,2013-03-27
LHX,,Strategy2,100,29,29,Effective,OTM_10pct,True,False,25,0.23943661971830985,0.14084507042253522,0.20689655172413793,0.10344827586206896,0.0,0.015745890074671864,-0.04856517006834604,-0.129651122227042,0.09999999999999999,1.1325880224364144,0.023152150455979053,2013-03-27
LII,,Strategy1,66,21,21,Effective,ATR_3,True,True,25,0.3111111111111111,0.13333333333333333,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.044201423366527326,-0.05082055776158134,-0.27576311405438536,0.07847450501420779,4.289527677354358,0.023393792331032705,2018-07-12
LII,,Strategy2,67,16,16,Insufficient Data,OTM_10pct,True,True,25,0.21568627450980393,0.09803921568627451,0.1875,0.125,0.0625,0.0556808947037587,-0.03845828553289532,-0.15251805692234277,0.09999999999999995,3.2137556015047184,0.026291888332987297,2018-07-12
LIN,,Strategy1,86,27,27,Effective,OTM_7pct,True,False,25,0.288135593220339,0.11864406779661017,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.008291060763417013,-0.034075614676427946,-0.11253107887651126,0.07000000000000006,2.070569588100396,0.018868433503393404,2016-05-20
LIN,,Strategy2,90,25,25,Effective,ATR_3,True,False,25,0.27692307692307694,0.1076923076923077,0.12,0.08,0.04,0.03723784719526502,-0.02749231402865593,-0.11545703903850901,0.05476233290719329,2.2737387293861024,0.02135584983334639,2016-05-20
LLY,,Strategy1,107,32,32,Effective,OTM_10pct,True,False,25,0.2,0.05333333333333334,0.15625,0.15625,0.0625,0.010218582694826783,-0.03294385733005373,-0.18520837633506682,0.1,1.8612393919075123,0.019209527753580896,2010-05-07
LLY,,Strategy2,127,41,42,Effective,OTM_10pct,True,False,25,0.17647058823529413,0.08235294117647059,0.1951219512195122,0.14634146341463414,0.0975609756097561,0.021213407147807395,-0.03536978220088505,-0.2215982321313209,0.10000000000000002,3.2495276651715,0.021567860674322686,2010-05-07
LMT,,Strategy1,125,36,36,Effective,OTM_10pct,True,True,25,0.25842696629213485,0.0898876404494382,0.1388888888888889,0.1111111111111111,0.08333333333333333,0.02194081327351305,-0.02366690616636663,-0.1743148937169734,0.10000000000000003,1.5060608193874356,0.0222743418491754,2007-04-04
LMT,,Strategy2,150,49,49,Neutral,OTM_10pct,True,False,25,0.2079207920792079,0.07920792079207921,0.10204081632653061,0.04081632653061224,0.02040816326530612,-0.0038818914659359827,-0.040107409028224184,-0.21285396983004068,0.09999999999999994,1.6853231131037072,0.0223162654514825,2007-04-04
LNT,,Strategy1,103,37,37,Effective,ATR_2.5,True,True,25,0.3181818181818182,0.10606060606060606,0.2702702702702703,0.16216216216216217,0.05405405405405406,0.02697031707084463,-0.028094673146763394,-0.09431518912446535,0.03981079278258798,0.40085106815279936,0.01626744010599549,2010-07-26
LNT,,Strategy2,125,45,45,Effective,OTM_5pct,True,False,25,0.325,0.1125,0.24444444444444444,0.2,0.044444444444444446,0.009112771332313807,-0.027552643309719405,-0.1084122813969024,0.05000000000000003,0.3918207345690047,0.016735289088664715,2010-07-26
LOW,,Strategy1,102,34,35,Effective,OTM_10pct,False,False,25,0.3283582089552239,0.16417910447761194,0.14705882352941177,0.08823529411764706,0.08823529411764706,0.014714472748474372,-0.039309286843141944,-0.1558457855863744,0.10000000000000002,1.1105632177170586,0.023503837229090205,2012-09-07
LOW,,Strategy2,106,38,38,Effective,OTM_10pct,False,False,25,0.36764705882352944,0.11764705882352941,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.03821778154535205,-0.027967900256141875,-0.27221497195742694,0.10000000000000002,1.2024592178851126,0.0261824087344948,2012-09-07
LRCX,,Strategy1,103,34,34,Neutral,ATR_3,False,False,25,0.3188405797101449,0.17391304347826086,0.38235294117647056,0.2647058823529412,0.08823529411764706,0.021408322543617242,-0.06911109906972723,-0.4470121673726377,0.08019345498822701,0.5394076196303728,0.03591262250970949,2013-12-09
LRCX,,Strategy2,90,16,16,Insufficient Data,ATR_3,False,True,25,0.40540540540540543,0.22972972972972974,0.1875,0.1875,0.0625,0.07591470453047322,-0.03990911808452158,-0.13196302870812504,0.08539673848661375,0.3193165697630436,0.04072156926820881,2013-12-09
LULU,,Strategy1,42,10,14,Insufficient Data,X_CLOSE,False,,25,0.65,0.2,0.9,0.7,0.3,0.007541833018185451,-0.049910380504766316,-0.24114138879113256,0.026270193801824625,5.077873812240807,0.032353179692876516,2020-12-02
LULU,,Strategy2,42,12,13,Insufficient Data,OTM_10pct,True,True,25,0.2413793103448276,0.13793103448275862,0.25,0.25,0.16666666666666666,-0.032046661428228485,-0.0894510948585282,-0.21884428572250625,0.09999999999999998,4.528724319675341,0.034299339577165674,2020-12-02
